bvalue = 25.704069, label = 0
bvalue = 1689.715924, label = 1
bvalue = 13.660875, label = 1
bvalue = 4.199919, label = 0
bvalue = 468669.588738, label = 1
bvalue = 46807.015952, label = 1
bvalue = 458.621348, label = 1
bvalue = 1046.764222, label = 1
bvalue = 19.536269, label = 0
bvalue = 2.767672, label = 0
bvalue = 116.586442, label = 0
bvalue = 30076.988050, label = 1
bvalue = 17.196157, label = 0
bvalue = 18254.425616, label = 0
bvalue = 13.928413, label = 0
bvalue = 40996.936859, label = 1
bvalue = 26756.394369, label = 0
bvalue = 2.081025, label = 0
bvalue = 384148.208974, label = 0
bvalue = 22.039391, label = 1
bvalue = 3.943345, label = 0
bvalue = 1786.915943, label = 0
bvalue = 1905539.525651, label = 0
bvalue = 162.267762, label = 0
bvalue = 640113.682540, label = 1
bvalue = 0.863306, label = 0
bvalue = 912.566069, label = 1
bvalue = 6437152.971907, label = 1
bvalue = 7639.320304, label = 0
bvalue = 851.264883, label = 1
bvalue = 175314767.788213, label = 1
bvalue = 11.304140, label = 1
bvalue = 17442.874586, label = 1
bvalue = 249013.170765, label = 0
bvalue = 18.257726, label = 1
bvalue = 69109.786337, label = 1
bvalue = 87460970.096900, label = 0
bvalue = 16624.975055, label = 1
bvalue = 125.524796, label = 1
bvalue = 10645496.631999, label = 1
bvalue = 95.814643, label = 0
bvalue = 12.444318, label = 1
bvalue = 8.767047, label = 0
bvalue = 48.152444, label = 0
bvalue = 152913.098572, label = 0
bvalue = 8988.758385, label = 1
bvalue = 1.695387, label = 1
bvalue = 1235.788433, label = 0
bvalue = 21.540823, label = 0
bvalue = 0.277218, label = 0
bvalue = 1812358.452965, label = 1
bvalue = 20435.984520, label = 0
bvalue = 12.438032, label = 0
bvalue = 4214.539267, label = 1
bvalue = 22552.349687, label = 1
bvalue = 449.053586, label = 0
bvalue = 736.243640, label = 1
bvalue = 6.738544, label = 0
bvalue = 1987.830035, label = 1
bvalue = 62513186.800657, label = 1
bvalue = 39.382695, label = 1
bvalue = 2.638613, label = 0
bvalue = 12.488094, label = 0
bvalue = 47.626084, label = 1
bvalue = 18.198642, label = 0
bvalue = 5674.542511, label = 1
bvalue = 211640.211640, label = 1
bvalue = 1.064791, label = 0
bvalue = 12184.798076, label = 1
bvalue = 429.903927, label = 1
bvalue = 8.046126, label = 1
bvalue = 97.073115, label = 0
bvalue = 1.001930, label = 1
bvalue = 24822.147520, label = 1
bvalue = 3.289417, label = 1
bvalue = 0.841221, label = 1
bvalue = 15.120647, label = 1
bvalue = 0.084039, label = 0
bvalue = 442754.985796, label = 1
bvalue = 2488.901795, label = 1
bvalue = 4.706289, label = 0
bvalue = 46970.818895, label = 0
bvalue = 1577.765552, label = 1
bvalue = 9.710505, label = 1
bvalue = 199.075065, label = 0
bvalue = 821.894679, label = 0
bvalue = 26.694377, label = 1
bvalue = 230394.594957, label = 0
bvalue = 10.462279, label = 1
bvalue = 0.627144, label = 0
bvalue = 0.636132, label = 1
bvalue = 0.459629, label = 0
bvalue = 341.704715, label = 0
bvalue = 400.556118, label = 0
bvalue = 18.989313, label = 1
bvalue = 6455.075271, label = 0
bvalue = 8021.894778, label = 1
bvalue = 18.790910, label = 1
bvalue = 1706.685901, label = 1
bvalue = 1.580656, label = 0
bvalue = 7903217.904017, label = 1
bvalue = 47.892096, label = 0
bvalue = 152913.098572, label = 1
bvalue = 31624.346103, label = 1
bvalue = 161.731848, label = 1
bvalue = 72.427256, label = 0
bvalue = 6832.167465, label = 1
bvalue = 728021.951120, label = 1
bvalue = 2305.526556, label = 0
bvalue = 1.016710, label = 1
bvalue = 5.323961, label = 0
bvalue = 645.395665, label = 0
bvalue = 3975973430.472816, label = 1
bvalue = 18.479081, label = 0
bvalue = 5.325940, label = 1
bvalue = 172.637772, label = 0
bvalue = 0.294134, label = 0
bvalue = 563.481232, label = 1
bvalue = 1.610729, label = 1
bvalue = 15006.273441, label = 1
bvalue = 7310.441939, label = 0
bvalue = 3577.031114, label = 1
bvalue = 0.581796, label = 0
bvalue = 10.307318, label = 0
bvalue = 35.946458, label = 0
bvalue = 1636.952194, label = 1
bvalue = 0.137612, label = 0
bvalue = 123586872.766145, label = 1
bvalue = 4.039379, label = 1
bvalue = 19159.194320, label = 1
bvalue = 60.704576, label = 0
bvalue = 62881.723123, label = 1
bvalue = 45.249332, label = 0
bvalue = 227.548515, label = 0
bvalue = 33.098767, label = 0
bvalue = 0.459629, label = 1
bvalue = 180.256253, label = 0
bvalue = 455.425108, label = 0
bvalue = 269.351598, label = 0
bvalue = 3.948735, label = 0
bvalue = 60.027669, label = 1
bvalue = 84.365673, label = 1
bvalue = 194785.310087, label = 1
bvalue = 0.251495, label = 0
bvalue = 6925.311642, label = 0
bvalue = 49.207906, label = 1
bvalue = 58.875808, label = 0
bvalue = 319600535.132012, label = 1
bvalue = 276745.204836, label = 0
bvalue = 36400.371788, label = 0
bvalue = 2.691869, label = 1
bvalue = 3.667629, label = 1
bvalue = 538.483799, label = 0
bvalue = 5731.865802, label = 1
bvalue = 92727.049880, label = 1
bvalue = 11407.596046, label = 0
bvalue = 13.215347, label = 1
bvalue = 1816602.261921, label = 1
bvalue = 0.087539, label = 0
bvalue = 1077.288201, label = 1
bvalue = 41921.148749, label = 0
bvalue = 231.812494, label = 1
bvalue = 0.408451, label = 0
bvalue = 0.462378, label = 0
bvalue = 375766.799124, label = 1
bvalue = 2483129.682290, label = 1
bvalue = 4.098361, label = 1
bvalue = 253971.054232, label = 1
bvalue = 129436.518804, label = 1
bvalue = 11812.922146, label = 1
bvalue = 20010.073471, label = 1
bvalue = 1128725049596001779712.000000, label = 0
bvalue = 0.170833, label = 1
bvalue = 13233.124756, label = 0
bvalue = 40452.254053, label = 1
bvalue = 392.325605, label = 0
bvalue = 18.443409, label = 0
bvalue = 1570019373642.280029, label = 1
bvalue = 219706.188478, label = 1
bvalue = 9.228608, label = 1
bvalue = 651.423889, label = 0
bvalue = 2.887003, label = 1
bvalue = 0.301910, label = 0
bvalue = 1.096112, label = 1
bvalue = 27069.425063, label = 0
bvalue = 1.312014, label = 0
bvalue = 1.000000, label = 0
bvalue = 14443.557882, label = 1
bvalue = 0.729303, label = 1
bvalue = 44361.167792, label = 1
bvalue = 15849.805427, label = 0
bvalue = 2056.581197, label = 1
bvalue = 1997.775788, label = 1
bvalue = 3.300330, label = 0
bvalue = 130.857793, label = 1
bvalue = 95133.027306, label = 1
bvalue = 5438.903368, label = 1
bvalue = 4.671788, label = 1
bvalue = 8767.069306, label = 0
bvalue = 62.566290, label = 1
bvalue = 46.572858, label = 1
bvalue = 9.892043, label = 1
bvalue = 14.132300, label = 0
bvalue = 5.074585, label = 0
bvalue = 185.954064, label = 1
bvalue = 940746569.469345, label = 1
bvalue = 167717.967414, label = 1
bvalue = 2410948.104396, label = 0
bvalue = 8917.590529, label = 0
bvalue = 808988.075512, label = 0
bvalue = 1.264377, label = 1
bvalue = 47073.528142, label = 1
bvalue = 2863.376979, label = 1
bvalue = 79.478620, label = 0
bvalue = 0.441944, label = 0
bvalue = 373.440466, label = 0
bvalue = 160.504652, label = 0
bvalue = 26360.978753, label = 1
bvalue = 1.538045, label = 1
bvalue = 12111892421791.320312, label = 1
bvalue = 19822.252478, label = 1
bvalue = 420115.552680, label = 0
bvalue = 1.430615, label = 0
bvalue = 1561129.177159, label = 1
bvalue = 30521.365525, label = 0
bvalue = 12.865982, label = 1
bvalue = 18.371546, label = 0
bvalue = 27749.380273, label = 1
bvalue = 3419.182017, label = 1
bvalue = 6.051203, label = 0
bvalue = 10796.179548, label = 0
bvalue = 120.700410, label = 0
bvalue = 1346.995460, label = 1
bvalue = 9767.305156, label = 1
bvalue = 1.491417, label = 0
bvalue = 1.367730, label = 0
bvalue = 4583.653435, label = 0
bvalue = 8788635055.445505, label = 1
bvalue = 117.657233, label = 1
bvalue = 58.131138, label = 0
bvalue = 71.892659, label = 0
bvalue = 1.179553, label = 0
bvalue = 815207.044668, label = 1
bvalue = 16.811216, label = 0
bvalue = 0.365295, label = 0
bvalue = 354.696096, label = 0
bvalue = 21362.547834, label = 1
bvalue = 23751.232182, label = 1
bvalue = 4289.121554, label = 1
bvalue = 1493564.773159, label = 1
bvalue = 478.528457, label = 0
bvalue = 9.704278, label = 1
bvalue = 22.537857, label = 1
bvalue = 959.504880, label = 0
bvalue = 24370.228500, label = 0
bvalue = 5.439164, label = 1
bvalue = 47218.911396, label = 0
bvalue = 0.928603, label = 1
bvalue = 0.833948, label = 0
bvalue = 11.732935, label = 0
bvalue = 0.782843, label = 0
bvalue = 63.724043, label = 0
bvalue = 48.757939, label = 1
bvalue = 42580.589943, label = 1
bvalue = 23.252001, label = 1
bvalue = 7.761259, label = 0
bvalue = 1641.826880, label = 0
bvalue = 10968.400576, label = 0
bvalue = 43308.313504, label = 1
bvalue = 1238.144764, label = 1
bvalue = 69.731025, label = 1
bvalue = 0.714148, label = 0
bvalue = 489.176960, label = 0
bvalue = 636.095691, label = 1
bvalue = 7152.349690, label = 0
bvalue = 1339148.301152, label = 1
bvalue = 1.000000, label = 0
bvalue = 141.711173, label = 1
bvalue = 4838707.525350, label = 1
bvalue = 741.856944, label = 0
bvalue = 502960.906820, label = 1
bvalue = 12.566825, label = 0
bvalue = 360.168683, label = 0
bvalue = 142.475023, label = 1
bvalue = 155.612690, label = 0
bvalue = 1185.337037, label = 1
bvalue = 916326.080541, label = 1
bvalue = 17357.689016, label = 1
bvalue = 4270.559683, label = 0
bvalue = 51.917580, label = 1
bvalue = 87.956913, label = 0
bvalue = 1758.276315, label = 1
bvalue = 1064.932921, label = 1
bvalue = 9148.655616, label = 0
bvalue = 3.274984, label = 0
bvalue = 11.183354, label = 0
bvalue = 26.717845, label = 1
bvalue = 616.522146, label = 1
bvalue = 2121144.744708, label = 1
bvalue = 27393.470290, label = 0
bvalue = 12.127020, label = 0
bvalue = 0.219007, label = 1
bvalue = 3.001683, label = 0
bvalue = 107.021568, label = 1
bvalue = 3044.654100, label = 0
bvalue = 74813.570639, label = 1
bvalue = 26054.898710, label = 1
bvalue = 16244.817987, label = 1
bvalue = 7877.686023, label = 1
bvalue = 6612.772600, label = 1
bvalue = 444.406368, label = 0
bvalue = 1293.515524, label = 1
bvalue = 75.735157, label = 0
bvalue = 10.213197, label = 1
bvalue = 0.260413, label = 0
bvalue = 15.434004, label = 1
bvalue = 1756.603815, label = 0
bvalue = 681.813560, label = 0
bvalue = 107125.822312, label = 0
bvalue = 20237.344041, label = 1
bvalue = 4079.193264, label = 1
bvalue = 2740.549160, label = 1
bvalue = 3.131298, label = 0
bvalue = 4555.914961, label = 0
bvalue = 23.088397, label = 1
bvalue = 0.602602, label = 1
bvalue = 616753.634091, label = 0
bvalue = 18653.464815, label = 1
bvalue = 178.905631, label = 0
bvalue = 16793161.576867, label = 1
bvalue = 12860.677539, label = 0
bvalue = 298.467368, label = 0
bvalue = 1.021328, label = 0
bvalue = 344.521629, label = 0
bvalue = 1987.661763, label = 0
bvalue = 383779190.345314, label = 0
bvalue = 38.052899, label = 0
bvalue = 5252.036037, label = 0
bvalue = 1.189061, label = 1
bvalue = 958762.511710, label = 1
bvalue = 240911509.705341, label = 0
bvalue = 1511.059777, label = 1
bvalue = 286.847889, label = 1
bvalue = 39.265333, label = 1
bvalue = 3360012.077873, label = 0
bvalue = 254719.326721, label = 1
bvalue = 305410.528277, label = 0
bvalue = 52701.076698, label = 1
bvalue = 20036.620655, label = 1
bvalue = 0.374617, label = 0
bvalue = 189.106909, label = 1
bvalue = 21216314.224783, label = 0
bvalue = 13295.642572, label = 1
bvalue = 0.952360, label = 1
bvalue = 1520.340432, label = 0
bvalue = 80.666909, label = 0
bvalue = 430.881315, label = 1
bvalue = 474.344808, label = 0
bvalue = 1335.484924, label = 1
bvalue = 0.520826, label = 0
bvalue = 0.580494, label = 0
bvalue = 11.844969, label = 0
bvalue = 104391.304636, label = 1
bvalue = 102215872.188700, label = 0
bvalue = 10.865191, label = 1
bvalue = 0.328668, label = 0
bvalue = 0.311535, label = 0
bvalue = 1063.098782, label = 0
bvalue = 911.435963, label = 0
bvalue = 0.541431, label = 1
bvalue = 184072725.538549, label = 0
bvalue = 1.258108, label = 1
bvalue = 300.387405, label = 1
bvalue = 24.358591, label = 1
bvalue = 14325.837482, label = 0
bvalue = 2146.636167, label = 1
bvalue = 2.111531, label = 1
bvalue = 51269.985106, label = 0
bvalue = 74.336133, label = 0
bvalue = 65.265723, label = 0
bvalue = 1.078068, label = 1
bvalue = 1.304636, label = 1
bvalue = 9.787830, label = 1
bvalue = 0.410143, label = 1
bvalue = 1270470.377733, label = 1
bvalue = 5.495916, label = 1
bvalue = 46712461.487266, label = 0
bvalue = 45.363131, label = 0
bvalue = 4963.899880, label = 1
bvalue = 9788445.460563, label = 1
bvalue = 148.412052, label = 1
bvalue = 1336.340208, label = 1
bvalue = 76255666.335357, label = 1
bvalue = 48.960383, label = 1
bvalue = 17.235477, label = 0
bvalue = 75.411371, label = 1
bvalue = 1.819335, label = 0
bvalue = 9676405.211685, label = 0
bvalue = 52945.255290, label = 1
bvalue = 2.016995, label = 1
bvalue = 6301772.791278, label = 1
bvalue = 4048.811434, label = 1
bvalue = 532498.082912, label = 1
bvalue = 503682.456735, label = 0
bvalue = 1193950.015468, label = 1
bvalue = 116.586442, label = 0
bvalue = 1915.496882, label = 0
bvalue = 416.420132, label = 0
bvalue = 1.712360, label = 0
bvalue = 3.715481, label = 1
bvalue = 0.165657, label = 1
bvalue = 102.900159, label = 1
bvalue = 0.169429, label = 0
bvalue = 1.572204, label = 0
bvalue = 2784.992423, label = 1
bvalue = 1474.554756, label = 1
bvalue = 41.346245, label = 0
bvalue = 2.934659, label = 0
bvalue = 27.796658, label = 1
bvalue = 3276642426.819788, label = 0
bvalue = 1898.199540, label = 1
bvalue = 570.127516, label = 1
bvalue = 128463.146057, label = 1
bvalue = 2277220.630308, label = 0
bvalue = 0.642085, label = 0
bvalue = 4.430977, label = 0
bvalue = 3327.291888, label = 0
bvalue = 0.204345, label = 0
bvalue = 108.852359, label = 1
bvalue = 5.528416, label = 0
bvalue = 204.101116, label = 0
bvalue = 231709.728056, label = 0
bvalue = 13710251.342322, label = 1
bvalue = 3432.378670, label = 1
bvalue = 3644.043823, label = 1
bvalue = 0.372941, label = 0
bvalue = 83.153569, label = 1
bvalue = 2530936316.737571, label = 0
bvalue = 16.893276, label = 0
bvalue = 141.282469, label = 0
bvalue = 6.755524, label = 0
bvalue = 49605.801385, label = 1
bvalue = 7676896.145640, label = 1
bvalue = 9.663703, label = 1
bvalue = 0.251495, label = 0
bvalue = 37254.770473, label = 1
bvalue = 1302.607550, label = 1
bvalue = 236.589147, label = 1
bvalue = 99.107242, label = 0
bvalue = 22.608279, label = 1
bvalue = 23391.497696, label = 1
bvalue = 1.705173, label = 0
bvalue = 39.255995, label = 1
bvalue = 683831409.041064, label = 1
bvalue = 8.584128, label = 0
bvalue = 443.313848, label = 0
bvalue = 241.299978, label = 0
bvalue = 16850.485982, label = 1
bvalue = 34.664043, label = 0
bvalue = 1241.583977, label = 0
bvalue = 8.002670, label = 0
bvalue = 76543630.077543, label = 0
bvalue = 2.331573, label = 0
bvalue = 3373.341189, label = 0
bvalue = 1165199159.598346, label = 1
bvalue = 3.246728, label = 0
bvalue = 5544.833516, label = 1
bvalue = 75.735157, label = 0
bvalue = 991909992.786103, label = 1
bvalue = 466532.862380, label = 0
bvalue = 13.219388, label = 0
bvalue = 976.986902, label = 0
bvalue = 1089.532419, label = 1
bvalue = 615241298.689647, label = 1
bvalue = 26351.861140, label = 1
bvalue = 171353.260334, label = 1
bvalue = 8.977650, label = 0
bvalue = 214834.684661, label = 0
bvalue = 307.558782, label = 1
bvalue = 491.657098, label = 1
bvalue = 394.818302, label = 0
bvalue = 0.406142, label = 0
bvalue = 4.453114, label = 0
bvalue = 1952.336714, label = 1
bvalue = 51.437225, label = 1
bvalue = 2112.046460, label = 0
bvalue = 93.572531, label = 0
bvalue = 1995722.491030, label = 1
bvalue = 4.971808, label = 0
bvalue = 80.135993, label = 0
bvalue = 74385.809514, label = 1
bvalue = 14.907348, label = 0
bvalue = 123767.566093, label = 0
bvalue = 10291.314479, label = 0
bvalue = 8485.355750, label = 0
bvalue = 3.237556, label = 0
bvalue = 41.845935, label = 0
bvalue = 0.267688, label = 0
bvalue = 250.062516, label = 0
bvalue = 8.344999, label = 0
bvalue = 344.237065, label = 0
bvalue = 1.337740, label = 0
bvalue = 10.041642, label = 0
bvalue = 48.923537, label = 1
bvalue = 0.459629, label = 0
bvalue = 31.649559, label = 0
bvalue = 73342.636807, label = 1
bvalue = 2.666468, label = 0
bvalue = 88.375223, label = 0
bvalue = 342.948421, label = 0
bvalue = 1.613873, label = 1
bvalue = 2945030.094101, label = 1
bvalue = 552.382945, label = 0
bvalue = 373.162733, label = 1
bvalue = 150764.067550, label = 0
bvalue = 972.157019, label = 0
bvalue = 6085.554086, label = 0
bvalue = 1614.098064, label = 0
bvalue = 175.025038, label = 0
bvalue = 0.170833, label = 1
bvalue = 0.261971, label = 0
bvalue = 850695345.083630, label = 1
bvalue = 10.933758, label = 0
bvalue = 449.735350, label = 1
bvalue = 39.526561, label = 1
bvalue = 2.266352, label = 1
bvalue = 42862.639541, label = 0
bvalue = 0.488936, label = 0
bvalue = 218097.153277, label = 0
bvalue = 2.534601, label = 0
bvalue = 53122.230871, label = 1
bvalue = 5.707425, label = 1
bvalue = 0.340886, label = 0
bvalue = 0.245896, label = 0
bvalue = 2.176656, label = 0
bvalue = 11082.164048, label = 1
bvalue = 163.792495, label = 0
bvalue = 200.185682, label = 1
bvalue = 75.603071, label = 1
bvalue = 176046.567962, label = 1
bvalue = 10.905852, label = 0
bvalue = 60345044.341390, label = 1
bvalue = 105.692991, label = 1
bvalue = 98084.700309, label = 1
bvalue = 533.704690, label = 1
bvalue = 6.738544, label = 0
bvalue = 894.685095, label = 0
bvalue = 591.407654, label = 1
bvalue = 4000.646168, label = 1
bvalue = 371.049309, label = 1
bvalue = 6675928.911773, label = 1
bvalue = 11595.436418, label = 0
bvalue = 146.065611, label = 0
bvalue = 3316.627362, label = 1
bvalue = 189.463640, label = 1
bvalue = 2.218486, label = 1
bvalue = 6994.061058, label = 1
bvalue = 2131.421039, label = 0
bvalue = 6898.447264, label = 0
bvalue = 221.006408, label = 1
bvalue = 0.820287, label = 0
bvalue = 5199.127804, label = 1
bvalue = 1803.352653, label = 0
bvalue = 1.697859, label = 1
bvalue = 4131.216454, label = 0
bvalue = 708847.313687, label = 1
bvalue = 481.395670, label = 1
bvalue = 1498.382401, label = 0
bvalue = 3245.709655, label = 1
bvalue = 30.132634, label = 1
bvalue = 47347.218090, label = 1
bvalue = 1.090574, label = 1
bvalue = 19570.254434, label = 1
bvalue = 55727.061925, label = 0
bvalue = 480.552325, label = 1
bvalue = 503.496333, label = 0
bvalue = 2902.720058, label = 0
bvalue = 13.894131, label = 0
bvalue = 2668.135374, label = 1
bvalue = 939.341852, label = 0
bvalue = 7.529154, label = 1
bvalue = 1464.835567, label = 1
bvalue = 2347883.823406, label = 0
bvalue = 59424.809333, label = 1
bvalue = 1510.817873, label = 1
bvalue = 676.315375, label = 1
bvalue = 134.074177, label = 1
bvalue = 157711102.085650, label = 1
